epochs,train_losses,val_losses,test_losses
1,0.23039658766403023,0.07673119153205657,0.0793044529094988
2,0.07618690153679708,0.05071999181804903,0.05342894625298831
3,0.05440379093189444,0.04001927562028279,0.041943032066432795
4,0.05690174398027157,0.07379658804087287,0.07526738150995604
5,0.06669501973690334,0.06415438184551164,0.06449401743557988
6,0.05528080324318685,0.03220319641504907,0.03399642811593961
7,0.061317829829165706,0.09262811763233761,0.09724811388521779
8,0.05839182915177601,0.05669512719072719,0.05908451107691745
9,0.045732542385038655,0.02671570080842733,0.028045257097300217
10,0.04069192584227602,0.031128895524090486,0.033287794424258936
11,0.03844695047608953,0.02970651635404563,0.031029245607098754
12,0.03511745159733065,0.02438206895390101,0.02609965151974133
13,0.03085288254022008,0.03151970716938911,0.0334588103376481
14,0.02994590120533475,0.03149167556008634,0.033807613411728214
15,0.029441528018598853,0.02758024785196726,0.029661137382594908
16,0.030179546699676145,0.022238654267858246,0.023890308655646383
17,0.030152637078058053,0.024760351252483635,0.026409392872331093
18,0.029423499707805254,0.025543039426190916,0.0273754710749704
19,0.028256491218936804,0.026631343921519685,0.028152285067706694
20,0.027253382849124822,0.03416804607530616,0.036884210965767196
21,0.03436892196882709,0.0330412040843018,0.035076201874382644
22,0.02554530903463881,0.026257190791001906,0.02769478725991687
23,0.025356659062383376,0.024843823561994497,0.025616048968264034
24,0.029150575728482658,0.020447895892894422,0.02174066527917677
25,0.023771644114548043,0.02220935728795863,0.023840059735337083
26,0.02419705451684705,0.02721982190013407,0.028867168770152694
27,0.0241727083654195,0.02101711487249383,0.021771826686299577
28,0.023302599163012704,0.021931900317524868,0.023117621562310627
29,0.024834301775220707,0.03245560426984167,0.03379043070029239
30,0.025326750561332306,0.020206515343968764,0.02113401102928483
31,0.027039954325802307,0.028546741433297926,0.028804032056003202
32,0.02711491914253633,0.024090619021086872,0.024697564580306714
33,0.025565232635419894,0.0231996684406584,0.023985929711132635
34,0.023237633914704237,0.021127724902169586,0.021878642315159038
